amount,merchant_risk,location_change,multiple_transactions,behavior_score,device_change,ip_change,duplicate_transaction,night_transaction,fraud
42875.86,40,0,0,30,0,0,0,0,1
70616.57,40,0,0,38,0,0,0,0,1
56863.44,0,0,0,7,1,0,0,0,1
63825.77,0,0,0,0,0,0,0,0,0
1535.24,0,0,1,1,1,0,0,0,0
85407.22,20,0,0,0,1,1,0,0,1
13528.09,40,0,0,0,0,0,0,0,0
46186.52,40,0,0,8,1,1,0,0,1
27454.69,20,0,0,33,0,0,0,0,0
6774.19,0,0,1,9,1,0,0,1,1
70175.39,0,0,0,31,0,0,0,0,1
35104.4,0,0,0,35,0,0,0,0,0
55805.55,0,0,1,38,0,0,1,0,1
75240.95,0,0,0,10,0,1,0,0,0
61321.0,20,0,1,28,0,0,0,0,1
19943.09,0,0,0,0,0,0,0,0,0
84227.68,0,1,0,28,0,0,0,0,1
70337.47,0,1,0,2,0,1,1,0,1
39773.59,0,1,0,7,0,0,0,1,1
82223.42,20,1,0,29,0,1,1,0,1
3713.33,40,1,1,10,1,1,0,0,1
36753.04,20,0,0,13,0,1,1,1,1
99411.98,0,0,0,1,0,0,0,1,0
54911.76,0,0,0,15,1,1,0,0,1
46965.12,0,0,0,19,0,0,1,0,0
51867.59,0,0,1,31,0,0,0,1,1
55711.45,0,0,0,38,0,0,0,0,1
25435.51,0,0,1,14,1,0,0,1,1
53379.7,0,1,0,5,1,0,0,0,1
32452.93,20,0,0,18,0,0,0,0,0
38502.51,0,0,0,22,0,1,0,0,0
74199.59,20,0,0,9,0,0,0,0,0
71263.37,0,0,0,17,0,0,1,0,0
75398.0,20,0,0,39,0,1,0,0,1
56515.62,0,0,0,13,0,0,0,0,0
69744.93,20,0,0,8,0,1,0,1,1
39930.16,0,0,0,26,0,0,0,0,0
53796.2,0,0,0,11,0,0,0,0,0
21478.03,0,0,0,18,0,1,0,1,0
28618.84,20,0,0,18,0,0,0,0,0
13654.62,20,1,0,0,0,0,0,0,0
93140.59,0,0,1,7,1,0,0,0,1
34829.21,0,0,1,2,0,1,0,0,0
48513.57,20,0,1,9,1,0,0,1,1
62650.5,0,0,0,25,0,0,0,0,0
50315.42,20,0,0,5,0,0,0,0,1
90816.39,0,0,0,11,0,1,0,0,1
71976.77,20,0,0,2,1,1,0,0,1
56517.23,0,0,0,8,1,0,1,1,1
23735.32,20,1,0,22,0,1,0,1,1
2738.32,0,0,0,10,0,0,0,0,0
82939.48,0,0,0,3,0,0,0,0,0
87533.85,0,0,0,0,0,0,0,0,0
13860.85,20,1,0,27,0,0,0,0,0
39896.61,0,0,0,24,0,1,0,0,1
27188.13,0,0,0,25,0,1,0,0,0
5982.17,0,1,0,11,0,0,0,0,0
91720.79,20,1,0,2,0,0,0,1,1
78730.88,40,1,0,2,0,0,0,0,1
75643.61,0,0,0,32,0,0,0,0,1
16461.63,40,0,0,37,0,0,0,0,1
19807.75,0,0,1,11,0,0,0,0,0
8345.56,0,0,1,39,1,0,0,1,1
59864.48,20,0,1,15,1,0,0,0,1
62469.41,20,0,1,32,0,0,0,0,1
83097.46,0,0,1,1,1,0,0,0,1
41211.53,0,0,1,18,0,0,0,0,0
30468.24,0,0,0,24,0,0,1,0,1
72894.43,0,1,0,25,0,0,1,0,1
68473.46,40,1,0,39,1,0,0,0,1
81948.19,20,0,0,8,0,1,0,1,1
91338.36,20,1,0,0,1,0,0,0,1
36770.65,0,0,0,27,0,0,0,0,0
52838.9,20,1,0,34,0,0,0,0,1
28208.5,20,1,0,22,0,0,0,0,1
87826.26,40,0,1,34,0,0,0,0,1
31571.63,0,0,1,11,0,0,0,0,0
43146.57,20,0,0,21,0,0,0,0,0
34016.22,20,0,0,3,0,0,0,0,0
75830.48,0,0,0,35,0,0,1,0,1
97371.44,40,0,0,27,0,0,0,0,1
11172.27,20,0,0,11,1,0,0,1,0
7907.46,0,0,0,14,0,1,0,0,0
37907.67,0,0,1,34,0,0,0,0,0
46610.54,20,1,1,12,0,0,0,0,1
18414.93,40,0,0,17,0,0,0,0,0
20520.37,0,0,0,19,0,1,0,1,0
55442.2,0,0,0,18,0,0,0,0,0
77761.04,0,1,1,2,0,1,0,1,1
7741.86,0,0,1,2,0,0,0,0,0
92043.3,20,1,0,27,0,0,0,0,1
61482.67,20,1,0,12,0,1,1,0,1
19310.33,0,0,1,40,0,0,0,0,1
5265.25,0,1,0,29,0,0,0,0,0
94914.36,0,1,0,14,0,0,0,0,0
72708.69,20,0,1,2,0,0,0,0,0
42456.88,0,0,1,38,0,1,0,0,1
35312.9,40,0,0,17,0,0,0,0,0
75157.06,0,0,1,11,1,0,0,0,1
21053.2,0,1,0,11,1,0,0,0,0
42353.48,0,0,0,21,0,0,1,0,0
14472.49,20,0,0,29,0,0,1,0,0
83466.24,40,1,0,24,1,0,0,1,1
5853.94,0,0,1,29,0,0,0,0,1
22734.84,0,0,0,31,1,1,0,0,0
73336.3,0,1,0,17,0,1,0,0,1
53485.29,20,0,0,4,0,0,0,0,0
51338.79,0,0,1,22,0,0,0,0,1
14614.03,20,0,0,18,0,0,0,0,0
34274.75,0,0,1,15,0,0,0,1,0
3223.67,0,0,0,21,0,0,0,0,0
17121.38,20,0,0,27,1,0,0,0,1
87326.59,0,0,0,17,0,0,0,0,0
22540.92,0,0,0,1,0,0,0,0,0
97771.46,20,0,0,40,0,0,0,1,1
4455.51,40,0,1,5,0,0,0,0,1
97960.31,0,0,0,5,0,0,0,1,0
85014.88,0,0,0,33,0,0,1,0,1
17323.1,20,0,0,2,0,0,0,1,0
3325.28,0,0,0,18,0,0,0,1,0
81666.53,0,0,0,13,0,1,0,0,0
72844.63,20,0,0,13,0,0,0,0,1
6747.94,40,0,0,37,0,1,0,0,1
82578.78,0,0,0,39,1,0,0,0,1
89108.67,40,0,0,24,0,0,0,1,1
12761.25,0,0,1,0,0,0,0,0,0
71717.15,0,0,0,16,1,0,0,1,1
65303.69,40,1,1,36,0,1,0,0,1
90993.7,0,1,0,31,1,0,0,0,1
94177.99,20,0,0,39,0,0,0,1,1
97402.73,0,0,0,23,0,0,0,0,1
5813.88,20,0,0,18,0,0,0,0,0
51343.63,0,0,0,17,0,0,0,0,1
82766.15,20,0,1,24,0,0,0,0,1
26110.41,20,1,0,14,0,1,0,0,0
84334.3,0,0,0,36,0,0,0,1,1
71866.9,0,0,1,19,0,1,1,1,1
40338.14,0,0,0,0,0,1,0,0,0
68334.25,20,0,0,5,1,0,0,0,1
7856.6,0,0,0,31,1,0,0,0,0
99357.25,0,0,0,31,0,0,0,0,0
30797.08,0,0,1,33,0,0,0,0,1
4557.68,20,0,0,10,1,0,0,0,1
90258.18,0,0,0,1,0,0,0,0,0
19113.34,0,0,0,14,0,0,0,0,0
29417.13,0,0,0,15,0,0,0,0,0
26245.94,20,0,1,4,0,0,1,1,1
5213.2,0,0,0,18,0,0,0,0,0
37599.57,20,0,0,37,0,1,0,1,1
90135.75,20,0,0,19,0,0,0,0,1
1867.48,0,0,0,14,0,0,0,1,0
5447.26,20,0,0,31,0,1,0,0,0
42578.43,20,0,0,3,0,0,0,1,0
47189.22,0,1,0,4,0,0,0,0,0
81925.26,0,0,0,22,0,0,0,0,0
55929.49,20,1,0,17,0,0,0,1,1
56189.81,0,0,0,28,0,1,0,1,1
31579.76,0,0,0,39,0,0,0,1,1
84609.45,0,1,0,21,0,0,0,0,1
56496.61,0,0,0,19,0,0,0,0,0
71640.39,0,0,0,6,1,0,0,0,0
77705.05,40,0,0,13,0,0,1,0,1
64042.23,20,0,1,25,0,1,0,0,1
30644.96,0,1,0,22,0,0,0,0,0
83135.25,0,0,0,7,0,0,0,0,0
84500.61,0,0,0,25,0,1,0,0,1
95548.16,20,0,1,17,1,0,0,0,1
32255.56,0,0,1,11,0,0,0,0,1
82013.23,0,0,0,18,0,1,0,0,1
93781.64,0,0,1,5,1,0,0,0,0
97027.57,0,0,0,19,0,0,0,0,1
48743.9,0,0,0,13,0,0,0,0,0
88320.01,0,0,0,15,0,0,0,0,0
35415.98,0,0,1,4,0,0,0,0,0
64068.49,0,0,0,22,0,0,0,1,0
27161.65,0,1,0,20,0,0,0,0,0
2375.23,0,0,1,23,0,0,0,1,1
25437.04,0,1,1,28,1,0,0,0,1
88382.89,0,1,0,12,0,0,0,0,1
82236.43,20,0,1,12,1,0,0,0,1
84301.0,20,0,0,35,1,0,0,1,1
26626.79,40,0,1,25,0,1,1,0,1
63794.43,0,0,0,22,0,1,0,1,1
88425.72,20,1,1,37,1,0,0,0,1
47166.52,20,0,0,32,0,0,0,1,1
96834.18,40,0,0,25,0,0,0,0,1
82803.18,0,0,0,25,1,0,0,0,1
39811.98,20,0,1,35,1,0,0,1,1
11306.75,20,0,1,11,0,0,0,0,1
96940.64,40,0,0,21,0,0,0,0,1
44570.76,0,0,0,14,0,0,0,0,0
22803.73,40,1,0,26,0,0,0,0,1
66124.77,20,0,0,8,1,0,0,0,1
49691.81,0,0,1,15,0,0,0,0,0
87888.97,40,0,0,34,0,0,0,0,1
78269.36,0,1,0,15,0,0,0,0,1
60743.98,0,0,1,19,0,1,0,1,1
25841.87,0,0,0,16,0,0,0,0,0
23912.26,0,1,0,38,1,0,0,0,1
26254.9,0,0,0,29,1,0,1,0,0
43957.7,20,0,0,0,0,0,0,0,0
46053.19,0,0,1,11,0,0,1,1,1
55803.0,40,1,0,6,0,0,0,0,1
44739.08,20,0,0,11,1,0,0,1,1
87128.13,0,0,0,21,0,0,0,0,0
11275.88,0,0,1,13,0,0,0,0,0
19693.56,0,0,0,35,0,1,0,1,1
57431.39,0,0,0,30,0,0,0,0,0
94305.23,20,1,0,9,0,0,0,0,1
3714.24,20,1,1,32,0,0,0,0,1
95361.75,40,0,1,21,0,0,0,1,1
75123.03,0,0,0,37,0,0,0,0,0
7367.25,0,0,0,27,0,0,0,0,0
8918.81,0,0,1,9,0,0,1,0,0
75695.14,0,0,0,40,0,0,0,0,1
19093.04,0,0,0,2,0,0,0,0,0
35242.28,20,0,0,22,0,0,0,0,0
22861.05,0,0,0,3,0,0,0,1,0
94755.72,0,0,0,5,1,0,0,0,1
22891.36,40,0,0,14,1,0,0,0,1
62893.97,0,1,1,22,0,0,0,1,1
78475.97,0,0,1,11,0,0,0,0,1
31716.47,0,1,0,36,0,1,0,1,1
57258.66,0,0,1,16,0,0,0,0,0
61212.76,0,0,0,26,0,0,0,1,1
86617.7,0,1,0,37,0,0,0,1,1
53263.14,0,0,0,16,0,0,0,0,0
52128.34,0,1,0,1,0,0,1,0,1
75451.37,0,0,0,27,0,1,0,0,1
27403.01,40,1,1,17,0,0,0,1,1
13039.31,20,0,0,8,0,0,0,0,0
55919.22,0,0,0,10,0,1,0,1,1
75090.45,20,0,0,31,0,0,1,1,1
28056.15,20,0,0,19,0,1,0,1,0
99028.14,0,0,0,3,0,0,0,1,1
70313.6,20,0,0,0,0,0,1,0,0
41322.09,0,0,0,16,0,0,0,0,0
94903.88,0,0,1,5,0,0,0,0,0
25337.13,0,0,1,31,0,0,0,0,1
96191.83,0,0,1,32,0,0,0,0,1
71166.35,0,0,0,31,0,1,0,0,1
43351.38,0,0,1,38,0,0,0,0,1
42812.97,0,0,0,13,0,0,0,0,0
56503.56,0,1,0,27,0,0,0,0,1
80298.77,0,1,0,15,0,0,0,0,1
64127.9,0,0,0,39,0,0,0,0,1
93436.65,0,0,1,22,0,0,0,0,1
6273.92,40,0,0,1,1,1,0,1,1
99303.96,0,0,1,26,0,0,0,0,1
73222.19,0,0,1,22,0,0,0,0,1
59886.97,0,0,1,9,0,0,0,0,0
99945.24,0,0,0,35,0,1,0,0,1
75823.04,0,0,0,36,0,1,1,0,1
32724.07,20,0,1,4,0,0,0,0,1
16972.78,40,0,0,14,0,0,0,0,0
86269.57,0,0,0,11,0,1,0,1,1
89760.41,40,0,0,35,0,0,0,0,1
24376.99,0,0,1,20,0,0,0,0,0
81502.28,0,1,0,16,0,0,0,0,1
35885.35,0,0,1,30,0,0,0,0,0
68939.09,40,0,0,27,0,0,0,0,1
35934.1,0,0,1,25,0,0,0,1,0
43519.01,0,1,0,9,0,0,0,0,0
82347.88,20,0,0,30,1,0,0,0,1
96077.45,0,1,0,10,0,0,1,0,1
65421.82,0,0,0,24,0,0,0,0,0
54208.65,0,0,0,27,1,1,1,0,1
12273.28,20,0,0,29,0,0,0,1,1
28256.84,20,0,0,33,0,1,1,1,1
83818.03,0,0,0,11,0,0,0,0,0
39853.05,0,0,0,23,0,0,0,0,0
51514.18,0,1,1,18,0,0,0,0,1
55477.26,40,1,0,23,0,0,0,0,1
7321.43,20,0,0,29,0,0,0,0,1
27788.29,0,1,0,26,0,0,0,0,0
54587.53,20,0,1,32,0,1,0,0,1
9557.81,20,0,0,1,1,0,0,0,0
72036.67,0,1,1,37,1,0,0,0,1
37299.13,0,0,1,22,0,0,0,1,0
18141.3,40,0,0,35,0,0,0,1,1
48183.17,0,0,0,11,1,1,1,0,1
9456.19,20,0,0,7,0,0,0,0,0
56014.64,0,0,1,5,0,0,0,1,1
94177.4,0,0,1,29,0,0,0,0,1
78086.31,0,0,0,40,0,0,0,0,1
2394.41,20,1,0,3,0,0,1,0,0
61563.7,0,0,1,16,0,0,0,0,1
67728.05,40,1,1,32,0,1,0,0,1
43949.4,0,0,1,35,0,0,0,0,0
59954.45,40,0,0,19,0,0,0,0,1
57357.78,20,0,0,26,1,1,0,0,1
16376.05,0,0,0,22,0,1,0,1,0
20010.7,0,1,0,28,1,0,0,0,0
29418.69,0,0,1,11,1,0,0,0,0
56696.05,0,0,0,3,0,1,0,1,1
3011.62,40,0,1,15,0,0,1,0,1
33781.45,0,0,0,10,0,0,0,0,0
56080.11,0,0,0,23,0,0,0,1,0
64690.14,20,0,0,34,0,0,0,0,1
21588.95,0,0,0,31,1,0,0,0,0
95633.68,0,1,0,17,0,1,0,0,1
17209.86,40,0,0,16,0,0,1,0,0
37844.51,0,0,0,35,0,0,0,0,1
23304.25,0,0,1,7,0,0,1,0,0
26220.78,0,0,0,1,0,0,1,1,0
39268.91,0,1,0,13,0,0,0,0,0
94596.48,0,0,0,27,1,0,0,0,1
83031.47,0,0,0,18,0,0,1,1,0
47920.93,0,0,0,5,0,0,0,0,0
54595.68,20,0,0,3,0,0,1,0,1
8193.1,20,0,0,9,0,0,0,0,0
5142.92,0,0,0,32,0,0,1,0,0
17659.92,0,1,0,36,1,0,0,0,1
73802.43,20,0,0,13,0,0,0,0,0
39675.8,0,0,0,3,0,1,0,0,0
76656.8,0,1,0,2,0,0,0,0,1
76077.62,40,1,0,20,0,0,0,0,1
18879.78,0,0,0,19,0,0,0,1,0
44938.12,20,0,0,10,0,0,1,0,0
93992.3,0,0,0,35,0,0,0,0,0
47061.82,0,0,0,36,0,0,0,0,0
46913.15,20,0,1,39,0,0,0,1,1
55482.09,0,1,1,11,0,0,1,0,1
4535.42,0,0,0,25,0,0,0,0,0
25221.94,20,0,0,15,0,0,0,0,0
44480.22,0,0,0,2,1,0,0,0,0
63376.31,40,0,0,22,0,0,0,0,1
81619.3,0,0,0,37,0,0,0,1,1
39374.28,0,0,1,8,0,0,1,1,1
50418.02,0,1,0,18,0,0,0,0,1
28979.07,0,0,0,32,0,0,0,0,0
73218.34,20,0,0,40,0,0,0,0,1
62284.84,0,0,0,38,0,0,1,0,1
17296.33,0,0,1,34,0,0,0,0,0
43683.72,0,0,0,18,0,0,0,0,0
94043.62,20,0,1,24,0,0,0,1,1
80378.69,0,0,1,15,0,1,0,0,1
40487.93,0,0,1,19,1,1,0,0,0
44967.07,0,0,0,18,0,0,0,0,0
2673.69,0,1,0,9,1,0,0,0,0
55765.37,0,0,0,40,1,1,0,0,1
8083.52,0,0,0,18,1,1,0,0,0
4255.84,0,0,0,28,0,0,0,1,0
85782.02,40,0,0,39,1,1,0,0,1
86163.95,0,0,0,14,0,0,0,0,1
26899.73,20,0,0,30,1,0,0,0,1
43803.42,0,0,0,18,1,0,0,0,0
81957.86,0,0,1,24,1,0,0,0,1
771.25,0,0,0,23,0,0,0,0,0
78884.25,0,1,1,14,0,0,0,0,1
41113.87,0,0,1,12,0,0,1,1,1
67322.3,0,1,0,26,1,0,0,0,1
48625.28,20,0,0,28,0,0,0,0,0
11741.95,0,0,1,33,0,0,0,0,0
75324.35,0,0,0,3,0,0,0,0,0
25799.58,0,0,0,6,0,1,0,1,0
5401.73,0,0,0,11,1,1,0,0,0
36034.37,20,0,0,24,1,0,0,0,0
52605.12,0,0,0,11,0,1,0,1,0
15261.15,20,0,0,8,0,0,1,0,0
13702.94,0,0,1,3,0,0,0,0,0
19951.62,0,0,0,23,0,1,0,0,0
39858.01,0,0,1,11,0,0,0,0,0
65024.83,0,0,0,25,1,0,0,0,1
84670.64,0,0,0,30,0,0,0,0,0
85065.25,20,1,0,7,0,0,0,0,1
277.99,0,0,0,29,0,0,0,0,0
65882.34,20,0,0,30,0,0,0,1,1
42821.41,20,0,0,27,0,0,0,0,1
35008.55,0,0,0,0,0,0,0,0,0
12205.93,0,1,0,6,1,0,0,0,0
13785.93,0,0,0,32,1,0,0,0,0
88002.33,0,0,0,29,1,0,0,0,0
11410.38,40,1,0,11,0,0,0,0,0
99414.82,0,0,1,5,0,0,0,0,0
78063.73,0,0,0,7,1,0,1,0,1
30885.77,20,0,0,4,0,1,0,1,1
56501.26,0,0,0,35,0,0,0,0,0
49028.38,0,0,0,2,0,0,0,1,0
79548.47,0,0,0,40,0,1,0,0,1
91832.65,0,1,0,16,0,1,0,1,1
39384.73,0,0,0,9,0,0,0,0,0
66084.0,0,0,0,20,0,0,0,0,0
36797.45,20,0,1,7,0,0,0,0,0
55628.74,0,0,0,4,0,0,1,0,0
95177.23,40,0,0,4,1,0,0,0,1
15468.12,0,1,0,33,1,0,0,0,1
20190.49,0,0,0,36,0,1,0,1,0
96289.46,0,1,1,12,0,0,0,0,1
56610.5,0,0,0,11,0,0,0,1,0
36567.77,20,0,0,26,0,1,0,1,1
30069.96,0,0,0,14,0,0,0,0,0
23792.55,0,0,0,18,1,0,0,0,0
1793.17,0,0,0,8,0,0,0,0,0
89222.57,20,1,0,6,0,0,0,0,1
95541.76,40,1,0,30,0,0,0,0,1
22009.46,40,0,0,28,0,0,0,1,1
5890.33,0,0,0,17,0,0,0,0,0
20768.31,0,0,0,38,0,0,0,0,0
88596.23,20,0,0,37,0,0,0,0,1
76165.59,0,0,0,3,0,0,0,0,0
38930.78,0,0,0,33,0,0,0,0,0
35346.65,20,0,0,18,0,0,0,0,0
73378.08,0,0,0,21,1,0,0,0,0
57055.71,0,0,0,37,0,0,0,0,0
27282.44,20,0,0,30,0,0,0,0,1
79099.14,0,0,0,17,1,1,0,0,1
60757.26,0,0,1,37,0,1,0,0,1
75882.08,0,0,1,12,0,0,1,0,1
10130.33,0,1,1,30,0,0,0,0,1
76025.17,20,1,1,1,0,0,0,0,1
98881.21,20,0,0,18,0,0,0,0,1
94018.8,0,1,0,34,0,0,0,1,1
39733.62,0,0,0,27,0,1,0,1,1
75660.35,0,0,0,18,0,1,0,0,0
44838.54,20,0,0,32,0,0,0,0,0
9902.78,0,1,0,32,0,0,0,1,0
79070.84,0,0,0,38,0,0,0,0,1
18226.25,0,0,0,6,0,1,0,0,0
12586.49,0,0,0,37,0,0,1,0,0
8324.68,0,0,1,20,0,0,0,0,0
35656.16,0,1,0,16,0,0,0,0,0
28161.45,0,0,0,30,0,0,0,0,0
50451.31,0,0,1,37,0,0,0,0,1
44040.46,0,0,0,29,0,0,0,0,0
9467.05,0,0,0,19,0,0,0,0,0
91487.45,0,0,1,35,0,0,0,0,1
1573.66,0,0,1,22,0,0,0,1,1
25556.47,20,1,0,8,0,0,0,1,1
4858.25,0,0,0,19,0,0,1,0,0
51792.34,0,0,0,23,0,0,0,0,1
8861.75,0,0,0,38,0,0,0,1,0
64189.0,40,0,1,40,0,1,0,0,1
61948.93,0,0,0,22,0,0,0,0,1
70825.67,0,0,0,37,0,0,0,0,1
37004.83,0,1,0,10,0,1,0,0,0
63567.08,20,0,1,18,0,0,0,0,1
57439.37,0,0,0,17,0,0,0,0,0
32368.63,0,1,0,23,0,0,0,0,1
13939.12,20,0,0,31,0,0,0,0,0
3781.49,0,0,0,22,0,0,0,1,0
21571.59,20,0,1,34,0,0,0,0,1
55184.93,0,0,0,33,0,0,0,0,1
92946.06,0,0,1,6,0,0,1,0,1
98006.52,0,0,1,28,0,0,0,0,1
19550.43,0,0,0,12,0,0,1,0,0
70358.91,20,0,0,13,0,0,0,0,0
62528.03,0,0,0,34,0,1,0,0,1
78627.72,0,0,0,27,0,0,0,1,0
79359.94,20,0,1,13,0,0,1,0,1
6887.16,40,1,0,7,0,0,0,0,1
45131.56,0,0,0,37,0,1,0,0,1
83079.51,20,0,0,30,0,0,0,1,1
41409.71,40,0,0,26,1,1,0,1,1
33965.98,20,0,1,39,0,0,0,0,1
24921.75,0,0,0,6,0,0,0,0,0
74343.03,0,0,0,7,0,0,0,0,0
90011.77,20,1,0,18,0,1,0,0,1
25297.68,0,0,0,1,0,0,0,0,0
70279.84,0,0,1,31,0,0,1,0,1
27751.45,0,0,0,32,0,0,0,0,0
30628.19,0,0,0,30,0,0,0,0,0
48025.19,0,0,0,21,0,0,0,0,0
67145.82,0,0,1,7,1,0,0,1,1
23798.5,20,0,0,39,0,0,1,0,0
73817.0,0,0,1,28,1,1,0,0,1
5422.88,0,0,0,4,0,0,0,0,0
49097.03,0,0,0,18,0,0,0,0,0
89617.92,0,0,0,40,0,0,1,0,1
3540.5,0,0,0,20,0,0,0,0,0
21231.6,0,1,0,24,0,1,0,0,0
18240.74,40,0,0,17,0,0,0,1,0
44493.5,0,0,1,32,0,1,0,0,1
72809.6,40,0,1,21,1,1,0,0,1
59829.14,0,1,0,25,0,0,0,0,1
48881.59,0,1,0,12,0,0,0,0,0
90792.37,0,0,0,33,0,0,0,0,0
16302.13,0,1,1,25,0,0,0,1,1
43052.97,0,0,0,15,0,0,0,1,0
66291.91,20,1,0,22,1,0,0,0,1
22408.37,0,0,0,6,0,0,0,0,0
92110.46,0,0,0,37,0,1,0,1,1
57054.75,20,0,1,38,0,0,0,1,1
33031.49,0,0,0,12,0,0,0,0,0
14993.31,0,0,0,8,0,0,0,0,0
97950.58,40,1,1,30,0,0,0,0,1
50012.64,20,0,0,6,0,0,0,0,0
62803.06,20,0,0,6,1,0,1,0,1
82791.01,0,0,0,8,1,0,0,0,0
525.56,0,0,0,20,1,1,0,1,0
15701.33,0,1,0,2,1,0,0,0,0
21207.64,20,0,0,2,0,1,0,1,0
11515.26,20,0,0,28,0,0,0,0,0
14304.04,0,1,0,19,1,0,0,0,1
96486.41,0,0,0,25,0,0,1,0,1
51770.88,20,0,0,32,1,1,0,0,1
11770.29,0,0,0,40,0,0,1,0,1
36925.93,20,1,0,30,1,0,0,0,1
18479.7,0,1,0,20,0,0,1,0,0
4333.15,20,0,0,23,0,0,0,0,0
21311.52,0,0,0,24,0,0,0,0,0
92845.39,0,0,0,22,1,0,0,0,1
54747.68,40,0,1,15,0,0,0,0,1
10435.82,0,1,0,36,0,0,0,1,1
40818.77,0,0,0,40,0,0,0,0,0
46323.27,20,0,0,19,0,0,0,0,0
78549.54,0,0,0,27,0,0,0,0,0
66780.58,0,0,0,38,0,0,0,0,0
71272.42,0,0,1,34,1,0,0,0,1
85632.24,0,0,0,8,0,0,0,0,0
14336.87,0,0,0,33,0,1,0,0,0
1270.79,0,0,0,0,0,0,0,0,0
84514.52,40,0,0,20,1,0,0,0,1
78212.21,0,0,0,23,0,0,0,0,0
48652.99,20,1,0,9,1,0,0,0,0
31895.51,0,0,0,12,0,1,0,0,0
69752.73,20,1,0,40,0,0,0,1,1
14425.46,0,0,1,23,0,0,0,0,0
9549.74,0,0,0,26,0,0,0,0,0
93972.11,20,1,0,27,0,1,0,0,1
18651.72,0,1,0,9,0,0,0,1,0
91808.09,0,0,0,0,0,0,0,0,0
1268.84,0,0,0,13,1,0,0,0,0
68685.44,0,0,0,23,0,0,0,0,0
13469.38,40,0,0,0,0,1,0,0,1
16395.53,0,0,0,10,0,0,1,0,0
62249.05,40,0,0,29,0,0,0,0,1
25811.89,0,0,0,36,0,1,0,1,1
63164.09,0,0,1,8,0,0,0,0,0
4203.2,20,0,1,18,0,0,1,1,1
24194.95,20,0,1,14,0,0,0,1,0
10362.47,20,0,1,4,0,1,0,0,0
43001.47,0,0,0,2,0,0,0,0,0
65631.45,0,0,0,25,0,0,0,1,0
59266.79,0,0,0,30,1,1,0,1,1
35512.27,0,0,0,36,0,0,0,0,0
12505.0,0,0,0,4,0,0,0,0,0
15125.44,20,0,0,0,0,0,0,1,0
36821.66,0,0,0,36,0,0,0,1,0
73002.08,0,0,0,19,0,0,0,0,1
30731.68,0,0,1,9,0,0,0,0,0
67951.16,20,0,1,33,0,0,0,0,1
43330.64,0,0,0,4,1,1,0,0,0
37191.25,0,0,1,28,0,1,1,0,1
48447.69,0,0,0,10,0,0,0,0,0
35154.17,20,0,0,9,0,0,0,0,0
46085.36,0,0,0,26,1,0,0,1,0
44842.16,0,0,0,39,0,0,0,0,0
78283.36,20,1,1,38,0,1,1,0,1
79962.14,0,1,0,36,0,0,0,0,1
81935.73,0,0,1,19,0,0,0,0,1
28927.0,20,0,0,0,0,1,0,0,0
26574.74,0,0,0,25,0,0,0,1,0
6862.87,20,0,0,4,0,0,0,1,0
15789.36,0,0,0,34,1,0,0,0,0
34604.58,0,0,1,23,0,0,1,1,1
99547.03,0,0,0,6,0,0,0,0,0
12316.97,0,0,0,0,0,0,0,0,0
48068.33,0,1,0,3,0,0,0,0,0
92180.64,20,0,0,3,0,1,0,1,1
4595.47,0,1,0,30,0,0,0,0,1
39671.28,0,1,0,22,0,0,0,1,0
77226.34,0,0,0,5,0,0,0,0,0
65934.38,20,1,0,19,0,0,0,0,1
85925.2,0,0,1,6,0,0,0,0,0
71172.88,0,0,0,14,0,0,0,0,1
96618.96,0,0,0,11,0,0,1,0,0
74571.03,20,0,1,1,0,1,0,0,1
23955.57,40,0,0,17,0,1,0,0,1
18326.2,0,0,1,7,0,1,0,1,0
47634.9,20,0,1,20,0,0,0,0,1
14221.69,40,0,0,1,1,0,0,0,0
18360.54,20,0,0,12,0,0,0,1,0
92486.21,0,0,0,6,0,0,0,0,0
72066.39,40,0,0,14,0,0,0,1,1
23666.06,20,1,0,19,0,0,0,0,0
7571.95,20,0,0,2,0,0,0,0,0
5293.55,40,0,1,24,0,0,0,0,1
25999.7,40,1,0,31,0,0,0,0,1
46186.25,0,0,0,19,0,0,0,0,0
7723.98,0,0,0,37,1,1,0,0,0
96272.14,0,0,0,10,0,1,0,0,1
46903.76,0,0,0,36,0,0,0,0,0
41077.53,0,1,0,35,0,1,0,1,1
86118.37,0,1,0,8,0,0,0,0,1
7248.12,20,0,0,28,0,0,0,0,0
61152.55,0,0,0,28,0,0,0,0,1
87540.67,0,1,0,11,0,0,0,0,0
35545.94,0,0,1,2,1,0,0,0,0
83789.37,0,0,0,0,0,0,1,1,0
67229.8,20,0,0,35,1,0,0,1,1
28233.34,0,0,1,9,0,0,0,0,0
10024.21,40,0,0,9,0,0,0,1,1
33262.08,0,1,0,29,1,0,0,0,0
80582.3,0,0,1,15,0,0,0,0,0
99392.49,20,0,1,36,1,0,0,1,1
21650.93,0,0,1,5,0,0,0,0,0
90357.43,0,1,0,11,0,0,0,0,1
82228.38,0,0,0,3,0,0,0,0,0
33053.77,20,0,0,29,0,0,0,1,1
71898.33,0,0,0,20,1,0,0,1,1
62284.72,20,0,1,39,1,0,0,1,1
41244.69,40,0,0,13,0,0,0,0,1
18925.44,0,0,0,8,0,0,0,0,0
54780.83,0,0,0,28,0,0,0,1,0
43741.49,0,0,0,30,0,0,0,0,0
